id_institucional,Clee,Nombre de la Unidad Econ√≥mica,nombre_empresa,C√≥digo de la clase de actividad SCIAN,actividad_economica,tamaño_empresa,Tipo de vialidad,direccion,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,N√∫mero exterior o kil√≥metro,Letra exterior,Edificio,Edificio Piso,N√∫mero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado p√∫blico",N√∫mero de local,C√≥digo Postal,Clave entidad,Entidad federativa,id_municipio,nombre_municipio,Clave localidad,municipio,Area_geoestadistica_basica,Manzana,Numero_telefonico,correo_electronico,Sitio en Internet,Tipo de establecimiento,latitude,longitude,sector
9230345,09015541690002113000040238S2,INFOSYS,INFOSYS TECHNOLOGIES S DE RL DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,AVENIDA,INSURGENTES SUR,CALLE,HERMES,AVENIDA,BARRANCA DEL MUERTO,CALLE,MOSQUETA,1602,,,,,,COLONIA,ALCALDIA BENITO JUAREZ,,,,3940,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,717,32,,MIGUEL.HERNANDEZ@INFOSYS.COM,WWW.INFOSYS.COM.MX,Fijo,19.36395078,-99.18200037,2020-04
1061109,09003611312000437010000000U9,INSTITUTO DE FISIOLOGIA CELULAR,UNIVERSIDAD AUTONOMA DE MEXICO ,541712,"Servicios de investigaci√≥n cient√≠fica y desarrollo en ciencias naturales y exactas, ingenier√≠a, y ciencias de la vida, prestados por el sector p√∫blico",251 personas,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INTERIOR,0,SN,,,,,,CIUDAD UNIVERSITARIA,,,,4510,9,CIUDAD DE M√âXICO,3,Coyoac√°n,1,Coyoac√°n,770,8,5556225595,MMARTINE@IFC.UNAM.MX,WWW.IFC.UNAM.MX,Fijo,19.3248558,-99.17567098,2014-12
1061093,09003611312000597010064492S0,INSTITUTO DE INVESTIGACIONES FILOLOGICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO ,541722,"Servicios de investigaci√≥n cient√≠fica y desarrollo en ciencias sociales y humanidades, prestados por el sector p√∫blico",251 personas,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,CALLE,CIRCUITO CENTRO CULTURAL,0,SN,,,,,CIUDAD,CIUDAD UNIVERSITARIA,,,,4510,9,CIUDAD DE M√âXICO,3,Coyoac√°n,1,Coyoac√°n,770,18,,FREGOZOA@UNAM.MX,WWW.IIFILOLOGICAS.UNAM.MX,Fijo,19.31408491,-99.18129813,2010-07
6313737,09014541840000137000028402M7,INSTITUTO MEXICANO DE LA RADIO,INSTITUTO MEXICANO DE LA RADIO AC,541840,Agencias de representaci√≥n de medios,251 personas,CALLE,REAL MAYORAZGO,CALLE,SAN FELIPE,EJE VIAL,1 PONIENTE (AVENIDA M√âXICO-COYOAC√ÅN),CALLE,PUENTE XOCO,83,,,,0,SN,COLONIA,XOCO,,,,3330,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,952,6,,JUAN.CACIQUE@IMER.COM.MX,WWW.IMER.MX,Fijo,19.35984288,-99.16510225,2010-07
6862671,09016541510003815001016855M9,INTELISIS SOFTWARE,INTELISIS SOFTWARE SA DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,EJE VIAL,4 SUR (XOLA),CALLE,MIER Y PESADO,CALLE,ADOLFO PRIETO,CALLE,PEDRO ROMERO DE TERREROS,535,,TORRE MEXICANA,PISO 11,0,SN,COLONIA,COLONIA DEL VALLE NORTE,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE MEXICANA,SN,3100,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,242,5,,RROMO@INTELISIS.COM,WWW.INTELISIS.COM,Fijo,19.397061,-99.16535461,2019-04
6324966,09002541380000057000002962M9,INTERTEK TESTING SERVICES DE MEXICO,INTERTEK TESTING SERVICES DE MEXICO SA,541380,Laboratorios de pruebas,251 personas,CALLE,PONENTE 134,CALLE,NORTE 45,CALLE,NORTE 59,OTRO(ESPECIFIQUE),NINGUNO,660,,,,,,COLONIA,INDUSTRIAL VALLEJO,,,,2300,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,877,8,,ADAN.FUENTES@INTERTEK.COM,WWW.INTERTEK.COM,Fijo,19.49389585,-99.16116301,2010-07
6308140,09016541810002256001000000U1,IPG MEDIA BRANDS COMUNICATIONS,IPG MEDIA BRANDS COMUNICATIONS SA DE CV,541810,Agencias de publicidad,251 personas,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,PROLONGACION,MOLIERE,CALLE,PRIVADA MIGUEL DE CERVANTES SAAVEDRA,CALLE,FERROCARRIL DE CUERNAVACA,193,,EDIFICIO SIN NOMBRE,PISO 7,801,,COLONIA,GRANADA,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO MCS,7,11520,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,459,9,,KARINA.LUCAS@MBWW.COM,IPGMEDIABRANDS.COM,Fijo,19.44109506,-99.19853261,2012-06
6314500,09010541910000021001000000U2,IPP INFORMACION PROMOCIONAL Y PUBLICITARIA,IPP INFORMACION PROMOCIONAL Y PUBLICITARIA SA DE CV,541910,Servicios de investigaci√≥n de mercados y encuestas de opini√≥n p√∫blica,251 personas,VIADUCTO,RIO BECERRA,CALLE,NEBRASKA,CALLE,AVENIDA DEL PARQUE,CALLE,CHICAGO,27,,27,PISO 1,,,COLONIA,NAPOLES,,,,3810,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1203,7,,ALEJANDRA.GRESS@IQVIA.COM,,Fijo,19.34176716,-99.18976298,2010-07
6315456,09010541910000187001000000U1,IPSOS,IPSOS SA DE CV,541910,Servicios de investigaci√≥n de mercados y encuestas de opini√≥n p√∫blica,251 personas,CALLE,XOLA,CALLE,XOLA,CALLE,MIER Y PESADO,CALLE,PEDRO ROMERO DE TERRERO,535,,TORRE MEXICANA,PISO 27,,,COLONIA,DEL VALLE,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA,SN,3100,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,242,5,,ERIK.AGUIRRE@IPSOS.COM,WWW.IPSOS.COM,Fijo,19.39701183,-99.16513453,2010-07
6200391,09014541990002023021000000U0,IQSEC,IQSEC SA DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,CIRCUITO,INTERIOR (AVENIDA PATRIOTISMO),CALLE,ONCE,CALLE,TRECE,VIADUCTO,R√çO BECERRA,399,,399,PLANTA BAJA,,,COLONIA,SAN PEDRO DE LOS PINOS,,,,3800,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,350,10,,FACTURACION@IQSEC.COM.MX,WWW.IQSEC.COM.MX,Fijo,19.3905897,-99.18201356,2010-07
6313827,09014561110001286002000000U4,IQVIA,QUINTILES MEXICO SA,541711,"Servicios de investigaci√≥n cient√≠fica y desarrollo en ciencias naturales y exactas, ingenier√≠a, y ciencias de la vida, prestados por el sector privado",251 personas,VIADUCTO,R√çO BECERRA,CALLE,NEBRASKA,AVENIDA,AVENIDA DEL PARQUE,CALLE,CHICAGO,27,,EDIFICIO SIN NOMBRE,PISO 1,,,COLONIA,NAPOLES,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO SIN NOMBRE,SN,3810,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,223,7,,ALEJANDRA.GRESS@IQVIA.COM,WWW.IQVIA.COM,Fijo,19.39502666,-99.17188056,2010-07
8983325,09010541810001231000002855M8,ISA CORPORATIVO,ISA CORPORATIVO SA DE CV,541810,Agencias de publicidad,251 personas,CALLE,MANUEL M PONCE,CALLE,VALVERDE,CALLE,RICARDO CASTRO,CALLE,ABUNDIO MART?NEZ,266,,,,,,COLONIA,GUADALUPEINN,,,,1020,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1059,7,,CBANDERA@ISA.COM.MX,WWW.ISA.COM.MX,Fijo,19.35549818,-99.18785355,2019-11
6879989,09015541510003823001000000U5,K2 PARTNERING SOLUTIONS DE MEXICO,K2 PARTNERING SOLUTIONS DE MEXICO S DE RL DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,CALLE,COLIMA,CALLE,FRONTERA,CALLE,MORELIA,CALLE,TABASCO,56,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,1017,20,,FMIRANDA@PATNERING.COM,WWW.K2PATPATNERING.COM,Fijo,19.42069153,-99.15605313,2019-04
6317102,09015541910000585001000000U5,KANTAR WORLDPANEL,ESTUDIOS DE MERCADO LP DE MEXICO S DE RL DE CV,541910,Servicios de investigaci√≥n de mercados y encuestas de opini√≥n p√∫blica,251 personas,CALLE,ALFONSO REYES,CALLE,G√ìMEZ PALACIOS,CALLE,IRAPUATO,CALLE,GENERAL BENJAM√çN HILL,115,,,,,,COLONIA,HIPODROMO CONDESA,,,,6170,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,1411,10,,KHARINA.HERNANDEZ@KANTAR.COM,WWW.KANTARWORLDPANEL,Fijo,19.40893433,-99.1777214,2010-07
6315255,09016541211002607000002509M6,KPMG CARDENAS DOSAL,KPMG CARDENAS DOSAL SC,541211,Servicios de contabilidad y auditor√≠a,251 personas,PERIFERICO,BOULEVARD MANUEL √ÅVILA CAMACHO,CALLE,PRIVADA SAN ISIDRO,CALLE,SAN ISIDRO,CALLE,PRIVADA SAN ISIDRO,176,,TORRE KPMG,PLANTA BAJA,1,,COLONIA,REFORMA SOCIAL,,,,11650,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,730,9,,ARIELROCHA@KPMG.COM.MX,WWW.KPMG.COM.MX,Fijo,19.43469831,-99.21170214,2010-07
9388150,09016561990001907000059266M5,KPMG TECHNOLOGY SERVICES AMERICAS,KPMG TECHNOLOGY SERVICES AMERICAS S DE RL DE CV,541211,Servicios de contabilidad y auditor√≠a,251 personas,PERIFERICO,BOULEVARD MANUEL √ÅVILA CAMACHO,CALLE,GENERAL DIEGO GARC√çA CONDE PALOMAS,CALLE,SAN ISIDRO,OTRO(ESPECIFIQUE),CERRADA TECAMACHALCO,176,,,,4,,COLONIA,REFORMA SOCIAL,,,,11650,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,730,18,,PABLOPEREZ4@KPMG.COM,,Fijo,19.43494253,-99.21197318,2022-11
6885397,09015541690001765000000000U0,LABCORP MEXICO SERVICES,LABCORP MEXICO SERVICES S DE RL DE CV,541690,Otros servicios de consultor√≠a cient√≠fica y t√©cnica,251 personas,EJE VIAL,2 PONIENTE (FLORENCIA),CALLE,LIVERPOOL,CALLE,LONDRES,CALLE,VARSOVIA,57,,EDIFICIO SIN NOMBRE,PISO 3,,,COLONIA,JUAREZ,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,095A,18,,KATIAN.MENDOZA@FORTEA.COM,WWW.ES.FORTEA.COM,Fijo,19.42407641,-99.16627317,2019-04
1060759,09006541711000016011039264M3,LABORATORIO DE CONTROL A R J,LABORATORIO DE CONTROL A R J SA DE CV,541380,Laboratorios de pruebas,251 personas,CALLE,CAFETAL,EJE VIAL,3 ORIENTE (AZ√öCAR),CALLE,BREA,CALLE,CENTENO,60,,,,,,COLONIA,GRANJAS MEXICO,,,,8400,9,CIUDAD DE M√âXICO,6,Iztacalco,1,Iztacalco,293,4,,LINDA.GARCIA@ALSGLOBAL.COM,WWW.ARJ.MX,Fijo,19.4006368,-99.11160086,2010-07
6314189,09014541380000021001000000U0,LABORATORIO NACIONAL DE LA CONSTRUCCION,LABORATORIO NACIONAL DE LA CONSTRUCCION SA,541380,Laboratorios de pruebas,251 personas,CALLE,VEINTITR√âS,CIRCUITO,INTERIOR (AVENIDA REVOLUCI√ìN),AVENIDA,DOS,CALLE,VEINTICINCO,23,,,,,,COLONIA,SAN PEDRO DE LOS PINOS,,,,3800,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,365,6,,CONTABILIDAD@LANCO.COM.MX,,Fijo,19.38690965,-99.18549267,2010-07
6323641,09005621511000726010000000U5,LABORATORIOS DE ESPECIALIDADES INMUNOLOGICAS,LABORATORIOS DE ESPECIALIDADES INMUNOLOGICAS SA,541380,Laboratorios de pruebas,251 personas,AVENIDA,GRAN CANAL,CALLE,PUERTO SALINA CRUZ,CERRADA,ORIENTE 163,AVENIDA,GRAN CANAL DEL DESAG√úE,,SN,,,,,COLONIA,AMPLIACION CASAS ALEMAN,,,,7580,9,CIUDAD DE M√âXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,3337,10,,FRUIZT@LEI.MX,WWW.LEI.MX,Fijo,19.48206327,-99.0884218,2010-07
6257850,09014541310001206012000000U3,LYTSA,LUMBRERAS Y TUNELES SA,541330,Servicios de ingenier√≠a,251 personas,CALLE,SAN LORENZO,CALLE,TEJOCOTES,CALLE,FRESAS,CALLE,LIMAS,153,,EDIFICIO SIN NOMBRE,PISO 9,,,COLONIA,TLACOQUEMECATL DEL VALLE,,,,3200,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,736,13,,DANIEL.MURRIETA@LYTSA.COM.MX,WWW.LYTSA.COM.MX,Fijo,19.3751634,-99.17622367,2010-07
9333463,09016541610007997000000000U9,MAKE PRO,MAKE PRO SA DE CV,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,CALLE,BLAS PASCAL,AVENIDA,HORACIO,AVENIDA,HOMERO,BOULEVARD,MANUEL AVILA CAMACHO,205,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,POLANCO 1 SECCION,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,11510,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,622,15,,ELEAL@CIE.COM.MX,WWW.CIE.COM.MX,Fijo,19.43741999,-99.22780205,2021-05
6257302,09016551111000577000000000U2,MATC SERVICIOS,MATC SERVICIOS S DE RL DE CV,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,CALLE,JUAN V√ÅZQUEZ DE LA MELLA,AVENIDA,PRESIDENTE MASARYK,CALLE,HORACIO,CALLE,HACIENDA DE LOS MORALES,481,,CAD,PISO 5,500,,COLONIA,POLANCO PRIMERA SECCION,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO CAD,500,11510,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,637,30,,JESSICA.HERNANDEZ@AMERICANTOWER.COM,,Fijo,19.43308325,-99.20888273,2010-07
874926,09015541211008704001000000U7,MAZARS AUDITORES,MAZARS AUDITORES SA,541211,Servicios de contabilidad y auditor√≠a,251 personas,AVENIDA,PASEO DE LA REFORMA,CALLE,RIO DANUBIO,CALLE,RIO SENA,CALLE,RIO PAPALOAPAN,295,,295,PISO 8,,,COLONIA,CUAUHTEMOC,EDIFICIO COMERCIAL Y DE SERVICIOS,295,8,6500,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,930,11,,DIEGO.ROJAS@MAZARS.MX,WWW.MAZARS.MX,Fijo,19.42841226,-99.16563166,2012-06
6315173,09015541610002956002016312M2,MCKINSEY & COMPANY INC MEXICO,MCKINSEY & COMPANY INC MEXICO SC,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,CALLE,PEDREGAL,CALLE,PEDREGAL,CALLE,TEAPA,CALLE,FERROCARRIL DE CUERNAVACA,24,,TORRE VIRREYES,PISO 23,,,COLONIA,MOLINO DEL REY,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE VIRREYES,PISO 23,11040,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,995,20,,CAREN_Y_CEDILLO@MCKINSEY.COM,WWW.MCKINSEY.COM/MX,Fijo,19.42389273,-99.17525296,2010-07
6311362,09002431199000083000002218S2,MEAD JOHNSON NUTRICIONALES DE MEXICO,MEAD JOHNSON NUTRICIONALES DE MEXICO S DE RL DE CV,541380,Laboratorios de pruebas,251 personas,AVENIDA,AVENIDA DE LAS GRANJAS,EJE VIAL,5 NORTE (DEPORTIVO REYNOSA),CALLE,PONIENTE 150,AVENIDA,SAN PABLO XALPA,972,,,,,,COLONIA,SANTA BARBARA,CENTRO Y PLAZA COMERCIAL,TECNO PARK,SN,2230,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,932,16,,XOCHITL.MORALESMACEDO@RECKITT.COM,WWW.RECKITT.COM,Fijo,19.50282503,-99.1762195,2012-06
873945,09016541810001653001000000U0,MEDIA MONKS,CIRCUS MARKETING DF SAPI DE CV,541810,Agencias de publicidad,251 personas,CIRCUITO,INTERIOR MTRO JOSE VASCONCELOS,CALLE,GENERAL BENJAMIN HILL,AVENIDA,BENJAMIN FRANKLIN,CALLE,CARLOS B ZETINA,105,,,,,,COLONIA,HIPODROMO CONDESA,,,,6170,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,068A,9,,LIDIA.OTERO@MEDIAMONKS.COM,WWW.MEDIAMONKS.COM,Fijo,19.43137099,-99.18291242,2011-03
6861626,09010541610001865000000000U7,MERCADEO DISE√ëO Y PROMOCIONES,MERCADEO DISE√ëO Y PROMOCIONES SA DE CV,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,CALZADA,TAXQUE√ëA,CALLE,CERRO SAN ANDR√âS,CALLE,CERRO DE LA ESTRELLA,CALLE,SAN ANTONIO,1465,,,,,,COLONIA,SAN ANGEL,,,,1000,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1129,12,,OESQUIVEL@MDP.COM.MX,,Fijo,19.34910978,-99.18705747,2019-04
855380,09012541610000364001000000U8,MERCADOTECNIA IDEAS Y TECNOLOGIA,MERCADOTECNIA IDEAS Y TECNOLOGIA SA DE CV,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,CALLE,CORREGIDORA,CALLE,MICHOAC√ÅN,CERRADA,CUAUHT√âMOC PONIENTE,AUTOPISTA,CUAUHT√âMOC,92,,,,,,COLONIA,MIGUEL HIDALGO,,,,14260,9,CIUDAD DE M√âXICO,12,Tlalpan,1,Tlalpan,091A,9,,CARLOS.BEZARES@MITEC.COM.MX,WWW.MITEC.COM.MX,Fijo,19.28860906,-99.18455255,2010-07
6858431,09004541610000606011000000U9,MES TECNOLOGIA EN SERVICIOS Y ENERGIA,MES TECNOLOGIA EN SERVICIOS Y ENERGIA SA,541330,Servicios de ingenier√≠a,251 personas,PROLONGACION,PASEO DE LA REFORMA,AUTOPISTA,MEXICO TOLUCA,CALLE,ENRIQUE DEL MORAL,AVENIDA,SANTA FE,505,,505,PISO 10,0,SN,COLONIA,CRUZ MANCA,,,,5349,9,CIUDAD DE M√âXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,369,65,,SUSANA.PADRON@BP.COM,,Fijo,19.35794417,-99.2742551,2019-04
690071,09016541330000753001000000U8,MEXTYPSA,MEXTYPSA SA DE CV,541330,Servicios de ingenier√≠a,251 personas,CALLE,LAGO ALBERTO,CALLE,LAGO XOCHIMILCO,CALLE,BAHIA DE SAN HIPOLITO,CALLE,BAHI ESPIRITU SANTO,442,B,PARQUE PLAZA NUVO POLANCO,PISO 8,8,,COLONIA,ANAHUAC PRIMERA SECCION,EDIFICIO COMERCIAL Y DE SERVICIOS,PARQUE PLAZA NUVO POLANCO,SN,11320,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,482,12,,PIRAMOS@TYPSA.ES,WWW.MEXTYPSA.COM.MX,Fijo,19.43849491,-99.17863172,2014-12
894779,09015541510003173101000000U5,NET LOGISTIK,NET LOGISTIK SA,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,PERIFERICO,BOULEVARD ADOLFO L√ìPEZ MATEOS,CALLE,JUAN TINOCO,CALLE,BARRANCA DEL MUERTO,CALLE,TIBURCIO S√ÅNCHEZ DE LA BARQUERA,2235,,DISTRITO SUR,PISO 5,,,COLONIA,LAS AGUILAS,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,1710,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,882,15,,INFO@NETLOGISTIK.COM,WWW.NETLOGISTIK.COM,Fijo,19.36345654,-99.19025029,2014-12
6201433,09014236222000124011000000U6,NETA SYSTEMS,NETA SYSTEMS SA DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,AVENIDA,REVOLUCI√ìN,AVENIDA,BARRANCA DEL MUERTO,CALLE,JUAN TINOCO,CALLE,TIBURCIO S√ÅNCHEZ DE LA BARQUERA,1181,,EDIFICIO SIN NOMBRE,PISO 7,,,COLONIA,MERCED GOMEZ,,,,3930,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,882,14,,UMORENO@NETASYSTEM.MX,WWW.NETASYSTEMS.COM.MX,Fijo,19.36457132,-99.18916262,2010-07
6314209,09014541910000667102000000U4,NIELSEN IBOPE M√âXICO,NIELSEN IBOPE M√âXICO SA DE CV,541910,Servicios de investigaci√≥n de mercados y encuestas de opini√≥n p√∫blica,251 personas,AVENIDA,JAVIER BARRO SIERRA,CALLE,3,AVENIDA,ANTONIO DOVALI JAIME,AVENIDA,SANTA FE,555,,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,PISO 7,,,COLONIA,SANTA FE ZEDEC,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,7 Y 8,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,622,15,5556290620,CARLOS.NAVA.CONSULTAN@NIELSEN.COM,WWW.NIELSEN.COM,Fijo,19.4361593,-99.21256671,2010-07
6856896,09014541510004855001000000U9,NUK PROCESOS,NUK PROCESOS SA,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,AVENIDA,DOCTOR JOS√â MAR√çA V√âRTIZ,CALLE,CHICH√âN ITZ√Å,CALLE,MAT√çAS ROMERO,CALLE,PALENQUE,1205,,,,0,SN,COLONIA,LETRAN VALLE,,,,3650,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,628,22,,RESPUESTASADMON@NUKPRO.COM.MX,,Fijo,19.3772888,-99.15381114,2019-04
6201203,09010524210000413001000000U7,OCRA,OFICINA COORDINADORA DE RIESGOS ASEGURADOS SC,541110,Bufetes juridicos,251 personas,CALLE,LAS FLORES,PERIFERICO,BOULEVARD ADOLFO L√ìPEZ MATEOS,CALLE,CALZADA DE LAS √ÅGUILAS,OTRO(ESPECIFIQUE),BOULEVARD ADOLFO L√ìPEZ MATEOS,203,,,,,,COLONIA,TLACOPAC,,,,1049,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,987,25,,MMAZARIEGOS@OCRA.COM.MX,WWW.OCRA.COM.MX,Fijo,19.35685788,-99.19591448,2010-07
6315164,09016541810002296000000000U7,OGILVY Y MATHER,OGILVY Y MATHER S DE RL DE CV,541810,Agencias de publicidad,251 personas,CALLE,LAGO ALBERTO,CALLE,LAGO ALBERTO,CALZADA,MARIANO ESCOBDO,AVENIDA,RIO SAN JOAQUIN,319,,,,,,COLONIA,GRANADA,EDIFICIO COMERCIAL Y DE SERVICIOS,PUNTO POLANCO,4,11520,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,849,2,,NOEMI.HERRERA@OGILVY.COM,,Fijo,19.42827372,-99.20573267,2010-07
6881075,09010561990000506001000000U9,OPTIMUM MEDIA DIRECTION DE MEXICO,OPTIMUM MEDIA DIRECTION DE MEXICO SA DE CV,541820,Agencias de relaciones p√∫blicas,251 personas,CALLE,GUILLERMO GONZ√ÅLEZ CAMARENA,AVENIDA,SANTA FE,CALLE,ERNESTO DOM√çNGUEZ A.,AVENIDA,SANTA FE,800,,CASA CUERVO,PISO 1,,,COLONIA,SANTA FE,,,,1210,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1542,49,,GABRIELA.CASAS@OMNICOMMEDIAGROUP.COM,WWW.OMD.COM,Fijo,19.36594145,-99.26340133,2019-04
6315126,09016541510001937000002513M3,ORACLE DE MEXICO,ORACLE DE MEXICO SA,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,CALLE,MONTES URALES NORTE,AVENIDA,PASEO DE LA REFORMA,CALLE,VOLC√ÅN,CALLE,FERROCARRIL DE CUERNAVACA (CICLOPISTA),470,,470,PLANTA BAJA,,,COLONIA,LOMAS DE CHAPULTEPEC,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS,SN,11000,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,849,2,,LUIS.EDUARDO.PAREDES@ORACLE.COM,WWW.ORACLE.COM/MX/,Fijo,19.42831067,-99.20578134,2010-07
9338967,09015541610007967000000000U4,PENDULUM,PENDULUM S DE RL DE CV,541610,Servicios de consultor√≠a en administraci√≥n,251 personas,AVENIDA,PASEO DE LA REFORMA,AVENIDA,PASEO DE LA REFORMA,CALLE,PRAGA,CALLE,TOKIO,404,,MONCAYO,PISO 13,8,,COLONIA,JUAREZ,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,6600,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,945,7,,VGONZALEZS@PENDULUM.COM.MX,WWW.PENDULUM.COM,Fijo,19.42508534,-99.17060778,2021-05
9338945,09014541510006527000000000U2,PEOPLE MEDIA,PEOPLE MEDIA SA DE CV,541510,Servicios de dise√±o de sistemas de c√≥mputo y servicios relacionados,251 personas,CIRCUITO,INTERIOR (AVENIDA REVOLUCI√ìN),CALLE,VEINTE,CALLE,VEINTID√ìS,AVENIDA,PRIMERO DE MAYO,633,,633,PISO 1,,,COLONIA,SAN PEDRO DE LOS PINOS,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,3800,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,346,19,,CONTACTO@PEOPLE-MEDIA.COM.MX,WWW.PEOPLEMEDIA.COM.MX,Fijo,19.38580631,-99.18656008,2021-05
